ISO 8601 Time,Longitude,Latitude
2023-07-14T12:09:00.000,-80.1378333333,25.90949
2023-07-14T12:10:00.000,-80.1378333333,25.90949
2023-07-14T12:11:00.000,-80.1378333333,25.90949
2023-07-14T12:12:00.000,-80.1378333333,25.90949
2023-07-14T12:13:00.000,-80.1378333333,25.90949
2023-07-14T12:14:00.000,-80.1378333333,25.90949
2023-07-14T12:15:00.000,-80.1378333333,25.90949
